Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_strong;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_vice;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_male;Semantic_GI_female;Semantic_GI_hu;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_fall;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powtot;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_enlends;Semantic_GI_enltot;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_if;Stylistic_CapitalLetters_cfcl
mt0004400843;Q3;mt0004400843;2.2431250000000005;2.22875;1.8884207407407416;1.8064814814814816;1.6355555555555554;1;1.0;1.0;1.0;1.0;0.1333333333333333;0.1666666666666666;27;26;78;17;2;8;6;8;0;0;2;1;1;2;0;0;2;0;0;5;0;0;0;1;0;0;0;1;4;5;2;0;1;1;2;0;23;1;9;1;4;9;3;1;0;1;3;0;1;4;5;2;3;1;34;22;0;2;52;0;28;77;19;0;2;1;15;0;0;2;0;4;2;21;0;0;4;2;0;0;6;0;0;0;2;0;3;1;4;0;5;0;6;2;5;0;1;10;3;8;3;11;0;15;1;0;5;1;5;33
mt0004444570;Q1;mt0004444570;2.81;2.355384615384615;1.928982464454977;1.7695616113744057;1.6625592417061608;-1;1.0;0.32;0.12;0.6666666666666666;1.0;0.0738461538461538;5;44;67;27;24;0;0;1;0;0;5;0;0;2;0;0;7;0;4;11;0;3;5;24;0;0;0;0;0;5;0;3;0;5;34;2;1;0;6;0;0;15;0;0;0;0;2;1;0;3;0;3;3;95;0;78;5;4;19;0;5;17;22;0;0;3;19;6;8;0;2;6;4;47;0;2;0;0;0;0;10;0;0;0;3;0;0;9;9;0;15;0;2;3;0;10;0;17;1;1;0;5;0;18;2;5;1;5;6;36
mt0004485367;Q3;mt0004485367;2.71;1.275;1.9403837662337668;1.7116233766233775;1.7155844155844138;-1;0.3200000000000001;1.0;0.225;0.225;0.175;0.1333333333333333;20;38;42;29;9;0;4;0;0;2;9;0;12;8;0;0;2;1;2;5;1;0;0;3;0;0;1;3;0;6;0;0;0;0;12;1;9;4;7;0;5;19;15;3;0;0;2;1;4;3;9;2;0;3;0;7;8;7;14;1;4;18;11;0;0;3;29;6;12;2;0;1;4;19;0;1;1;5;0;0;8;1;5;0;14;2;1;0;3;0;2;1;0;11;0;0;0;22;2;6;6;7;0;26;0;0;0;6;6;40
mt0004489039;Q3;mt0004489039;2.1723076923076925;2.01;1.816321875;1.6282843749999991;1.7218749999999996;-1;1.0;1.0;0.1666666666666666;1.0;1.0;0.09;37;13;63;20;5;2;1;10;1;4;6;1;2;1;1;5;12;0;3;19;0;9;1;14;5;1;1;0;2;19;1;1;3;0;14;4;5;1;10;3;0;6;0;15;7;6;4;5;8;3;0;10;0;2;2;8;2;11;47;9;3;33;38;3;9;4;13;0;5;3;0;6;4;16;1;1;0;5;2;1;24;0;0;0;1;0;2;2;4;5;2;1;3;14;2;3;0;19;9;4;6;11;1;8;1;3;2;3;7;66
mt0004506984;Q1;mt0004506984;2.3685714285714283;2.104285714285714;1.9127113636363648;1.6351863636363624;1.6072727272727272;-1;1.0;1.0;0.7;1.0;0.7;1.0;21;33;58;17;1;1;3;10;0;0;5;1;3;7;2;0;3;2;1;8;1;0;13;17;1;1;0;1;2;7;1;0;1;0;18;1;2;1;6;5;2;8;3;3;0;2;1;1;1;8;0;5;1;3;10;16;3;12;21;2;14;33;20;1;0;2;23;8;15;0;2;1;8;25;0;0;1;2;4;1;13;1;0;0;9;0;1;3;4;0;1;0;1;14;1;2;1;32;1;0;1;16;2;7;1;13;0;2;8;42
mt0004588191;Q1;mt0004588191;2.65;2.29;1.9386330434782608;1.6781669565217394;1.507826086956522;1;1.0;0.1565217391304348;0.0909090909090909;0.0521739130434782;0.4;0.35;16;24;18;2;0;0;2;2;0;0;4;2;0;7;1;0;1;0;0;7;4;0;11;4;1;0;1;0;0;3;0;2;0;0;7;4;0;0;4;0;6;0;1;4;0;1;0;2;2;4;0;9;4;4;0;9;1;2;11;0;3;11;10;2;0;1;19;1;28;0;6;5;12;15;0;0;1;5;3;0;13;0;1;0;6;0;1;0;1;1;0;0;0;0;0;0;2;31;2;4;4;5;2;2;0;6;0;1;1;21
mt0004644495;Q4;mt0004644495;2.684;2.21;2.020958695652175;1.704088043478261;1.7913043478260875;-1;1.0;1.0;0.5;0.5;0.5;0.0615384615384615;4;11;14;11;1;3;5;0;0;0;2;0;7;1;0;0;0;0;0;8;0;4;0;4;2;0;0;0;4;11;0;1;0;2;3;0;2;5;1;1;4;8;0;2;0;3;0;0;2;2;1;1;0;2;0;1;0;6;9;0;2;11;18;0;4;0;4;0;19;0;1;1;4;12;0;1;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;1;5;0;2;4;14;0;8;0;0;0;0;0;18
mt0004692317;Q1;mt0004692317;2.3685714285714283;2.104285714285714;1.9127113636363648;1.6351863636363624;1.6072727272727272;-1;1.0;1.0;0.7;1.0;0.7;1.0;21;33;58;17;1;1;3;10;0;0;5;1;3;7;2;0;3;2;1;8;1;0;13;17;1;1;0;1;2;7;1;0;1;0;18;1;2;1;6;5;2;8;3;3;0;2;1;1;1;8;0;5;1;3;10;16;3;12;21;2;14;33;20;1;0;2;23;8;15;0;2;1;8;25;0;0;1;2;4;1;13;1;0;0;9;0;1;3;4;0;1;0;1;14;1;2;1;32;1;0;1;16;2;7;1;13;0;2;8;42
mt0004692456;Q1;mt0004692456;2.9172727272727275;2.653636363636364;1.9328791788856312;1.7316348973607048;1.6240469208211157;-1;1.0;1.0;0.9;0.9;0.7;0.1285714285714285;32;110;85;35;11;0;6;7;10;0;0;0;12;6;0;2;2;4;3;6;4;6;7;16;4;0;0;4;0;16;0;2;0;5;21;6;6;3;2;9;9;6;0;34;4;3;1;0;0;18;15;9;7;4;14;21;5;6;34;0;11;16;34;0;1;4;46;0;43;0;0;10;26;52;0;11;1;1;7;3;32;0;0;4;15;1;0;0;1;12;28;0;0;4;0;0;10;74;1;4;12;22;4;10;0;1;6;2;0;65
mt0004739956;Q2;mt0004739956;1.7406666666666666;1.922666666666667;1.794413793103448;1.7006166666666658;1.6862068965517245;-1;1.0;0.5;1.0;0.9;0.1333333333333333;0.225;44;30;52;18;4;4;7;10;0;0;3;0;3;3;3;3;5;2;3;8;2;8;1;7;3;0;0;1;4;7;0;1;2;5;21;0;1;1;8;4;2;12;0;5;1;5;3;3;6;2;1;7;0;1;1;7;2;6;20;6;3;20;26;2;2;7;4;2;0;1;0;4;5;13;3;3;4;2;1;1;32;3;0;1;5;2;5;1;8;0;0;0;6;10;3;0;0;12;1;0;4;12;0;4;2;2;5;2;1;61
mt0004772896;Q3;mt0004772896;2.481111111111112;1.606666666666667;1.929850714285714;1.6604;1.5457142857142852;-1;1.0;1.0;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.0217391304347826;29;48;29;27;2;9;4;11;0;0;5;0;0;7;0;1;5;0;1;10;0;0;2;12;1;1;0;0;3;13;2;3;0;2;8;4;12;2;10;3;4;0;3;1;0;5;3;5;2;2;1;2;0;4;1;23;2;7;26;2;21;52;17;1;0;3;13;6;12;1;0;5;11;11;0;2;2;1;0;0;17;0;1;2;8;0;1;0;1;3;4;0;4;7;6;6;2;29;2;8;3;14;0;14;1;1;4;6;10;28
mt0004805505;Q4;mt0004805505;2.364;2.211428571428572;1.815342105263158;1.7412;1.6;1;1.0;0.0;0.0;0.0;0.0;0.0;0;12;2;6;4;0;0;0;0;0;0;0;0;0;4;4;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;12;0;0;2;8;0;8;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;12
mt0004836526;Q2;mt0004836526;1.5860000000000003;2.3055;1.8509618951612912;1.6992814516129031;1.6262096774193575;-1;1.0;1.0;1.0;1.0;0.75;0.225;82;78;188;36;21;0;11;20;5;5;20;1;3;20;10;13;26;4;16;23;11;15;0;37;7;2;3;2;4;16;0;3;4;9;52;7;8;7;23;6;22;12;7;19;10;14;3;4;15;9;2;31;2;21;6;30;13;14;76;9;4;50;53;9;5;24;22;39;21;3;8;17;30;36;0;15;12;25;8;7;107;1;5;4;37;1;5;11;17;3;4;2;3;6;3;0;2;59;5;16;12;32;7;29;5;5;6;7;14;96
mt0004844832;Q2;mt0004844832;1.4466666666666663;2.34;1.7618452941176483;1.6723752941176482;1.4682352941176464;-1;1.0;1.0;0.7;1.0;0.7;0.1285714285714285;46;28;55;28;7;9;3;12;0;1;16;0;0;11;7;2;5;0;3;14;1;0;0;7;6;0;1;0;1;10;0;1;1;2;20;0;2;2;18;1;7;4;0;4;0;3;0;2;4;10;0;7;6;1;2;9;6;0;32;1;3;13;25;0;4;7;23;0;22;0;8;18;18;20;4;1;9;6;0;1;22;0;4;2;17;2;1;3;6;0;0;0;4;4;2;0;1;11;4;5;5;8;1;7;2;0;0;2;10;16
mt0004850406;Q4;mt0004850406;2.25;2.316666666666667;1.900089247311828;1.7803301075268825;1.7075268817204308;1;1.0;0.2666666666666666;0.1428571428571428;0.1428571428571428;0.1428571428571428;0.0615384615384615;23;22;28;14;1;1;7;5;1;1;3;0;5;4;1;3;2;0;1;7;0;0;1;3;1;0;2;1;2;10;3;3;0;2;15;0;5;1;3;0;3;5;2;4;1;4;1;1;1;6;0;0;1;0;1;6;0;3;18;3;6;26;21;0;3;5;2;11;0;1;3;8;5;17;0;4;4;2;0;1;11;0;0;0;8;0;2;1;3;0;3;0;3;2;1;0;0;3;2;0;2;2;1;3;0;1;0;3;4;21
mt0004861138;Q2;mt0004861138;1.75;2.381333333333333;1.8676574519230784;1.7106810096153835;1.6802884615384632;-1;1.0;1.0;0.5;1.0;1.0;0.25;78;68;121;24;10;4;41;21;11;3;9;1;2;3;4;5;6;2;3;15;1;8;2;18;2;2;1;2;0;24;3;3;4;8;38;3;15;4;22;4;6;9;2;6;6;9;6;0;21;12;3;16;4;14;4;22;14;13;45;11;2;34;32;3;7;22;69;2;50;0;4;19;11;51;1;4;6;11;1;2;52;4;0;1;10;1;0;3;4;4;2;1;9;11;5;0;4;75;9;2;14;32;5;17;2;3;3;20;9;81
mt0004864453;Q4;mt0004864453;1.8333333333333333;1.9;1.7597483606557376;1.6761180327868863;1.5114754098360654;-1;1.0;1.0;0.1428571428571428;1.0;0.1428571428571428;0.1285714285714285;25;10;41;8;2;5;14;10;3;0;3;0;1;12;2;1;5;0;3;5;1;1;0;7;0;0;0;2;1;15;0;4;1;3;15;1;1;0;7;2;0;2;2;1;0;3;0;0;5;0;0;1;0;9;0;7;1;4;8;0;4;29;19;0;0;1;4;0;9;4;0;3;0;7;0;3;2;5;0;3;28;0;0;0;10;1;0;2;3;1;0;0;0;2;0;0;0;11;0;0;1;20;2;3;2;0;5;0;6;57
mt0004910983;Q3;mt0004910983;2.0480000000000005;2.104;1.883022429906542;1.6994607476635508;1.6242990654205611;-1;1.0;1.0;1.0;0.1142857142857142;0.2666666666666666;0.0;5;12;22;4;1;4;12;2;1;0;1;0;0;2;0;0;0;0;1;12;0;8;0;6;1;0;0;2;1;4;0;3;0;2;3;1;0;2;6;2;0;4;0;0;0;1;1;0;1;1;0;3;0;5;1;8;4;4;10;0;0;7;9;0;0;4;10;0;7;0;1;1;5;23;1;1;1;1;0;1;15;0;0;0;1;0;0;1;1;3;1;0;0;1;5;0;0;23;0;3;0;7;4;2;2;2;0;4;3;15
mt0004943985;Q1;mt0004943985;2.6283333333333334;1.9016666666666664;1.9095509803921569;1.7175849673202626;1.5241830065359454;-1;1.0;0.4;0.2;0.2;0.2;0.0714285714285714;12;12;39;3;1;1;2;0;1;0;1;1;18;3;0;1;2;0;1;20;3;2;0;3;1;0;1;0;0;37;7;7;8;0;27;0;0;0;5;1;0;4;0;5;0;0;0;4;14;1;0;2;1;6;0;17;0;2;20;0;0;10;10;5;7;1;0;6;16;1;2;1;6;19;0;1;0;4;3;0;13;0;0;0;1;0;0;1;1;0;0;3;0;4;0;0;0;19;15;1;3;4;0;9;0;1;0;3;4;34
mt0004963809;Q4;mt0004963809;3.0;2.12;1.9030377551020403;1.626031632653061;1.6469387755102036;1;1.0;0.1142857142857142;0.2666666666666666;0.1142857142857142;0.18;0.0615384615384615;11;19;54;8;2;2;4;4;4;0;4;0;1;6;0;0;5;0;1;3;1;0;8;2;2;0;0;1;3;11;1;4;4;1;23;0;2;3;3;8;1;4;2;9;0;1;1;5;1;3;0;0;0;4;0;4;1;7;29;2;0;6;17;1;0;5;17;0;0;4;0;30;7;11;0;3;3;1;2;0;19;0;0;0;2;0;0;0;0;0;4;1;0;4;2;1;0;10;1;2;0;8;0;6;1;0;4;0;2;28
mt0004982192;Q2;mt0004982192;1.933333333333333;2.376666666666667;1.8298081081081083;1.6762578378378383;1.6389189189189182;-1;1.0;1.0;1.0;1.0;0.4;0.1285714285714285;28;30;50;16;3;4;15;3;7;0;8;0;0;2;0;0;1;2;2;6;0;0;0;3;1;0;2;1;0;2;0;1;1;5;17;0;1;0;9;0;5;15;3;13;5;8;2;0;1;2;0;9;0;2;1;15;3;3;11;4;9;23;30;0;0;6;28;0;0;0;0;2;8;57;2;1;2;4;0;0;13;1;1;0;8;2;2;2;6;0;4;1;5;9;1;2;3;31;0;8;5;10;2;8;0;2;6;0;1;51
mt0005009443;Q4;mt0005009443;2.553;2.373;2.072770588235294;1.7687436974789923;1.6470588235294108;-1;1.0;1.0;0.1;0.0888888888888888;0.0888888888888888;0.0217391304347826;6;38;14;24;1;4;0;0;0;2;16;2;1;0;0;0;1;0;0;3;1;0;3;13;1;0;0;2;0;4;1;0;0;0;2;0;3;1;4;0;10;1;4;2;0;4;1;1;3;5;0;8;0;0;0;5;0;5;1;0;0;4;7;0;0;3;29;0;32;1;1;0;1;24;0;1;5;1;0;0;7;0;0;0;3;0;4;2;6;0;20;0;0;0;0;6;1;4;3;16;1;4;0;1;0;1;0;0;5;14
mt0005033429;Q1;mt0005033429;2.3763636363636365;2.2;1.9729992647058816;1.697266176470588;1.870588235294117;-1;1.0;1.0;1.0;1.0;1.0;0.1285714285714285;27;26;46;16;2;6;1;12;1;0;28;0;2;4;0;0;1;0;4;20;1;0;5;7;20;0;0;1;2;2;0;1;0;3;1;0;9;0;5;0;4;3;2;4;2;0;1;1;2;5;0;1;0;0;0;0;1;19;12;1;1;15;30;0;5;1;14;4;4;0;0;2;1;22;1;6;2;1;0;1;12;0;0;0;6;0;0;0;0;0;9;0;7;2;3;0;0;0;7;0;2;5;0;5;5;2;3;1;3;54
mt0005044119;Q2;mt0005044119;2.497;2.134;1.8470182432432445;1.700474324324326;1.5297297297297292;1;1.0;1.0;0.5;0.5;0.5;0.0615384615384615;16;48;52;10;6;2;2;4;6;1;9;0;0;13;1;7;8;0;3;10;11;4;1;8;1;0;1;0;0;11;0;3;3;4;41;3;12;0;13;4;2;1;2;4;0;5;2;1;0;1;0;15;2;8;4;6;0;4;47;2;3;16;33;1;19;6;14;0;5;0;10;1;29;19;0;4;0;2;2;3;29;0;2;1;16;1;2;3;6;1;6;3;0;1;3;0;0;35;1;1;6;25;0;17;0;4;7;3;6;41
mt0005064430;Q4;mt0005064430;2.357142857142857;2.29;1.8409148648648648;1.625717567567568;1.6918918918918922;1;1.0;1.0;0.75;1.0;0.75;0.0615384615384615;22;19;16;7;2;0;5;7;0;0;3;0;8;8;0;1;2;0;2;0;2;3;0;2;0;0;0;0;0;2;0;2;0;1;6;0;1;4;1;1;1;2;0;2;0;0;2;0;0;1;0;4;1;1;0;3;2;12;9;1;0;11;12;0;0;1;6;1;2;0;1;3;3;13;0;0;2;1;0;0;10;0;0;0;8;0;1;2;3;0;4;2;0;2;1;0;2;5;0;1;1;8;0;0;0;0;4;2;0;29
mt0005103598;Q1;mt0005103598;2.6733333333333333;2.0566666666666658;1.878835460992908;1.6897539007092202;1.6255319148936165;-1;0.1920000000000001;0.32;0.1371428571428571;0.32;1.0;0.096;38;24;54;12;3;1;6;4;1;2;9;0;1;6;0;4;4;2;4;5;1;1;7;9;3;1;4;2;0;5;0;0;0;3;10;0;3;3;7;0;5;5;2;0;0;1;1;1;13;1;1;10;0;10;2;9;6;15;12;1;1;14;26;3;4;3;21;0;18;0;0;4;4;19;3;0;20;2;0;0;32;1;0;0;9;1;2;1;4;1;2;0;2;14;2;2;0;12;1;9;4;3;1;5;1;1;3;2;4;32
mt0005134466;Q3;mt0005134466;2.7725;2.6875;1.8836270000000004;1.746178000000001;1.6279999999999994;-1;1.0;1.0;0.2666666666666666;0.2571428571428571;0.18;0.225;22;12;18;10;2;2;2;8;1;2;2;0;6;1;0;1;1;0;0;5;4;8;0;3;1;1;0;1;0;0;0;0;0;1;23;1;6;0;1;1;1;2;0;2;0;1;0;0;0;1;0;1;0;6;1;7;0;4;13;0;1;10;12;0;6;3;6;1;8;0;0;1;3;8;0;0;0;0;0;0;5;0;0;0;1;0;1;1;2;1;0;0;4;0;8;2;0;9;0;0;3;1;1;12;0;5;4;1;3;15
mt0005142001;Q4;mt0005142001;2.5488888888888885;2.2022222222222223;1.924524806201552;1.71166046511628;1.5581395348837204;1;1.0;1.0;0.5;1.0;0.5;0.027027027027027;18;27;43;11;2;0;7;3;0;0;1;0;2;0;0;1;4;0;1;2;1;0;2;1;0;3;4;0;2;0;0;0;0;4;16;1;7;8;9;0;6;6;2;3;0;1;2;0;1;10;0;3;2;1;0;6;5;3;0;0;0;11;28;0;0;5;20;0;1;3;0;0;7;8;0;10;3;0;0;0;21;0;0;0;1;0;0;5;5;0;6;0;0;1;0;0;4;25;2;0;4;15;1;3;1;4;0;1;1;26
mt0005189820;Q3;mt0005189820;2.456;2.184;1.8358893617021284;1.7487925531914894;1.574468085106383;-1;0.45;0.2666666666666666;0.09;1.0;0.0681818181818181;0.1;9;10;18;11;1;3;0;5;0;0;1;0;1;2;0;0;0;0;0;2;1;0;0;3;0;1;0;1;0;2;0;0;0;0;1;0;3;1;5;1;0;4;0;1;0;0;1;2;1;0;0;6;0;5;1;10;3;1;15;2;4;11;11;0;3;1;12;0;2;0;0;2;2;31;0;0;0;1;0;0;1;0;0;0;6;1;0;0;1;3;0;0;2;7;3;0;0;9;1;0;0;7;0;10;0;0;1;2;10;20
mt0005198745;Q4;mt0005198745;2.8200000000000003;2.09;1.7950546511627905;1.6254465116279069;1.5604651162790704;1;1.0;0.0642857142857142;0.1;0.06;0.04;0.016;3;18;20;5;0;0;2;0;1;0;2;0;0;0;1;1;2;0;2;5;0;0;0;2;1;0;0;0;1;5;0;0;0;0;6;1;2;0;3;1;0;0;0;2;0;1;1;1;1;0;1;5;0;2;0;13;0;3;8;0;13;44;20;0;3;2;2;4;5;0;3;3;4;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;0;0;2;0;5;0;0;0;4;1;6
mt0005223794;Q2;mt0005223794;2.89;2.7;1.857943076923078;1.7333984615384626;1.647692307692307;-1;0.5;0.54;0.27;0.27;0.27;0.0615384615384615;18;34;56;6;0;2;3;7;0;4;5;0;0;10;1;12;13;1;4;6;0;4;0;13;10;1;1;0;0;6;0;1;0;5;18;9;6;2;6;1;4;0;1;1;1;0;2;0;2;5;0;0;2;9;0;6;1;0;8;0;0;11;14;0;0;2;15;0;1;2;2;9;4;14;0;11;4;3;0;4;52;0;0;1;12;0;0;7;7;0;0;0;4;4;2;0;0;27;3;0;0;3;0;4;5;0;2;1;2;39
mt0005241287;Q2;mt0005241287;1.5911111111111107;2.351111111111111;1.864787005649718;1.6950807909604515;1.5774011299435016;1;1.0;0.2666666666666666;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.225;29;29;30;12;10;10;7;5;0;0;3;2;0;6;0;1;6;3;2;8;2;0;0;9;7;1;4;0;2;7;0;4;1;0;46;1;0;0;5;3;0;8;0;7;3;7;2;2;3;3;0;4;3;3;1;3;0;1;14;3;1;33;33;2;0;7;16;8;19;0;0;1;0;20;1;1;2;5;8;0;37;1;0;3;14;2;1;2;5;0;0;0;6;4;2;0;0;15;12;12;2;7;2;11;2;3;2;2;3;36
mt0005344437;Q4;mt0005344437;2.771764705882353;2.325882352941176;1.9491587837837847;1.691843918918919;1.5891891891891892;1;1.0;1.0;0.5;0.5;0.5;0.0615384615384615;24;48;68;15;2;0;11;3;0;0;0;0;3;0;0;0;2;0;2;6;0;3;6;3;0;0;0;0;0;11;0;0;2;8;15;2;14;5;5;0;4;4;0;3;2;0;3;0;0;5;1;10;1;4;1;16;8;5;16;4;1;15;10;0;0;0;1;1;16;0;6;6;9;34;0;6;3;3;0;0;23;0;2;0;2;0;0;3;3;0;13;0;1;1;0;0;0;28;0;1;1;4;0;15;2;0;0;1;2;27
mt0005404111;Q1;mt0005404111;2.5990000000000006;2.362;1.8539576036866376;1.6810870967741922;1.64516129032258;1;1.0;0.3;0.7;0.8;0.7;0.35;33;40;61;28;7;0;6;6;0;1;10;2;6;10;1;5;9;3;4;6;1;0;8;24;6;3;1;0;1;11;4;1;0;2;14;2;20;2;7;5;2;2;1;19;0;3;1;1;5;9;0;7;6;2;2;10;10;6;24;2;1;24;33;1;13;4;12;9;9;1;7;3;6;25;0;5;4;2;5;1;28;1;2;0;15;0;1;4;5;0;7;1;0;3;0;12;1;22;1;1;2;6;1;25;3;8;0;6;11;43
mt0005507880;Q1;mt0005507880;2.8661538461538463;2.277692307692308;1.9649581818181807;1.7491357575757582;1.6096969696969692;-1;0.5;1.0;0.5;0.5;0.5;0.1;9;61;47;8;2;1;4;6;0;0;1;0;1;5;0;0;0;0;0;1;1;1;0;3;0;0;3;0;1;4;0;0;0;3;15;0;0;2;11;0;2;3;3;1;0;0;0;2;1;0;0;12;0;14;1;17;3;1;18;5;3;21;35;1;3;6;8;15;14;0;11;0;20;25;0;3;1;0;4;0;10;0;0;0;5;0;1;5;6;0;17;0;3;3;1;2;0;24;0;4;0;8;0;5;0;1;2;5;3;34
mt0005519111;Q4;mt0005519111;2.364;2.211428571428572;1.9747913043478265;1.8020347826086955;1.7652173913043483;-1;0.25;0.09;0.0;0.1125;0.0;0.0;11;2;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;0;9;0;0;0;0;0;7;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;2;0;15;0;1;0;0;1;3
mt0005540184;Q4;mt0005540184;2.516666666666667;2.313333333333333;1.9041209302325584;1.665146511627907;1.5523255813953476;-1;1.0;1.0;1.0;1.0;1.0;1.0;15;10;60;6;3;2;2;6;0;0;0;0;2;1;0;0;27;0;1;3;0;0;0;3;0;1;6;0;1;2;0;0;1;1;44;27;0;1;42;5;1;9;2;2;1;1;1;1;1;2;0;2;4;0;0;37;1;1;12;1;3;9;21;0;1;13;10;1;33;0;3;4;11;36;0;5;1;0;7;0;40;0;3;4;9;0;0;6;6;1;0;0;3;1;1;0;1;69;0;0;2;4;0;7;1;4;1;1;32;29
mt0005567133;Q2;mt0005567133;2.121111111111111;1.836666666666667;1.9230263157894745;1.6651578947368415;1.8884210526315788;-1;1.0;1.0;1.0;0.9;0.7;0.2;18;6;22;10;3;0;1;3;0;0;5;0;0;2;2;8;14;4;2;7;2;5;0;15;4;0;0;0;3;0;0;0;0;6;5;0;2;1;0;2;2;2;0;1;0;2;1;0;4;0;0;1;0;8;0;5;4;6;7;0;0;5;6;0;0;2;12;0;7;4;0;8;5;4;1;0;1;9;1;6;27;4;1;0;5;0;0;4;4;1;0;0;0;6;0;0;0;9;1;0;4;8;0;3;0;2;2;0;1;16
mt0005592810;Q1;mt0005592810;2.311481481481482;1.8622222222222216;1.8942185328185333;1.7249361003861028;1.5100386100386116;1;1.0;1.0;1.0;0.75;0.75;0.0615384615384615;38;136;138;35;27;2;20;8;0;2;19;4;4;23;0;3;4;0;8;46;5;2;2;30;1;13;1;0;0;13;5;0;2;0;36;3;16;1;17;14;2;13;2;96;0;12;5;29;32;22;0;24;4;38;3;53;16;22;79;0;16;69;107;1;13;12;52;7;77;0;22;38;36;105;2;3;0;6;14;0;43;0;6;0;33;3;0;5;8;4;13;0;4;6;1;18;0;60;5;4;4;32;0;32;0;4;4;57;18;107
mt0005638160;Q2;mt0005638160;1.3257142857142858;2.0228571428571422;1.7269940397351011;1.6574198675496687;1.6953642384105951;1;1.0;1.0;0.0473684210526315;1.0;0.0409090909090909;0.0;23;16;36;16;8;0;0;8;0;0;11;0;0;1;0;0;0;20;0;3;0;0;0;13;11;0;0;0;0;5;0;0;0;4;26;0;6;2;8;0;2;6;3;3;0;8;4;1;1;13;0;5;0;3;0;5;6;4;20;0;5;3;28;0;0;6;14;1;6;1;0;17;3;13;0;0;12;3;0;0;26;11;0;8;21;0;0;1;1;0;0;0;0;2;0;0;0;7;11;1;2;14;0;8;0;2;0;6;1;39
